x,y,size
207.62014770507812,125.62015533447266,5.385092258453369
207.5208282470703,125.38194274902344,5.629909515380859
207.2948760986328,125.39102935791016,5.715353965759277
207.26666259765625,125.5,5.5812668800354
207.34666442871094,125.3066635131836,5.609437942504883
207.34616088867188,126.55128479003906,7.2219438552856445
206.9962615966797,126.93633270263672,7.872662544250488
207.141845703125,126.74822998046875,7.883365631103516
206.9966278076172,126.96295928955078,8.222012519836426
207.06597900390625,127.0625,8.129487991333008
207.13604736328125,127.06122589111328,8.162840843200684
207.06597900390625,127.0625,8.129487991333008
207.13604736328125,127.06122589111328,8.162840843200684
207.023193359375,127.40290069580078,8.65719985961914
247.45164489746094,118.0400390625,36.11207962036133
241.27967834472656,141.78375244140625,35.96665573120117
181.91836547851562,168.18026733398438,8.061239242553711
221.19961547851562,110.13941192626953,33.644813537597656
106.28962707519531,132.0778350830078,40.81646728515625
62.12092590332031,161.91139221191406,38.50777816772461
62.1461181640625,162.1626739501953,38.550350189208984
63.73566818237305,161.40972900390625,38.579566955566406
67.4636001586914,158.77029418945312,39.16065979003906
68.78256225585938,157.73353576660156,38.89302062988281
72.2179183959961,155.10264587402344,39.177005767822266
76.60557556152344,152.17710876464844,39.24714660644531
80.3292236328125,149.6396026611328,39.0
81.90461730957031,148.48687744140625,38.897762298583984
82.65345001220703,147.70191955566406,39.06863021850586
83.1743392944336,147.20631408691406,38.75357437133789
84.31334686279297,146.2313690185547,38.254573822021484
85.58904266357422,145.05491638183594,38.161895751953125
86.0917739868164,144.49085998535156,38.3934440612793
85.7370376586914,144.37271118164062,38.1298942565918
83.01338195800781,145.0644073486328,38.3393669128418
79.28355407714844,144.82437133789062,38.36674499511719
78.00687408447266,142.54953002929688,38.23551559448242
78.14059448242188,139.77574157714844,38.871490478515625
75.0540542602539,135.88766479492188,39.51121139526367
68.44935607910156,132.01588439941406,39.12306594848633
61.270355224609375,130.43923950195312,38.85372543334961
56.27046203613281,145.6048583984375,37.530426025390625
66.23846435546875,146.28933715820312,37.464111328125
75.44862365722656,144.40640258789062,37.738651275634766
87.0534896850586,139.7234344482422,38.911170959472656
100.65302276611328,134.1516571044922,40.39324951171875
113.56946563720703,129.580322265625,42.266624450683594
119.86967468261719,128.16845703125,41.663902282714844
118.92404174804688,128.72967529296875,41.91683578491211
116.31037902832031,129.4415283203125,42.60771560668945
114.56926727294922,129.76478576660156,42.4827995300293
112.4194107055664,130.47341918945312,42.37702941894531
108.90252685546875,131.43618774414062,42.210018157958984
105.875,132.0946502685547,42.22852325439453
103.8805160522461,132.48928833007812,41.85540771484375
102.2188949584961,132.74940490722656,41.201141357421875
101.61398315429688,132.97573852539062,41.27412414550781
102.37474060058594,132.47998046875,41.59135818481445
105.27188873291016,131.89035034179688,42.13545608520508
107.77210235595703,131.1518096923828,42.17832946777344
109.01492309570312,130.75701904296875,42.67105484008789
109.4360122680664,130.38121032714844,42.72711944580078
110.64179992675781,130.2437286376953,42.82780838012695
111.72852325439453,130.10528564453125,42.65401077270508
110.62313842773438,130.81680297851562,42.98905563354492
105.98555755615234,132.14910888671875,42.670326232910156
102.48138427734375,133.14315795898438,41.79568099975586
102.05072784423828,133.38552856445312,41.9056396484375
105.55374145507812,132.65802001953125,42.48283767700195
112.1915054321289,131.00877380371094,44.0472526550293
120.92178344726562,128.40640258789062,44.97858810424805
134.1419219970703,125.51222229003906,46.358299255371094
154.82557678222656,123.41958618164062,47.69544219970703
181.12942504882812,121.02862548828125,49.59920120239258
272.00396728515625,118.87288665771484,43.3759765625
270.8962097167969,120.0824966430664,42.22842788696289
254.76416015625,119.70310974121094,45.31943893432617
251.2628173828125,120.69583129882812,43.3484992980957
251.295166015625,121.24300384521484,43.9053955078125
253.43190002441406,120.75460815429688,43.41581726074219
255.8490447998047,119.53131103515625,44.15404510498047
256.680419921875,118.71856689453125,44.65309524536133
254.41868591308594,117.83538055419922,44.381370544433594
252.05230712890625,118.09260559082031,43.59495162963867
250.2343292236328,118.46723175048828,42.147098541259766
249.27511596679688,118.41764831542969,42.23543167114258
248.66810607910156,118.52875518798828,41.990089416503906
248.46295166015625,118.29910278320312,42.13637924194336
247.97406005859375,117.8678970336914,42.05270767211914
248.47998046875,117.96261596679688,42.13029479980469
251.65992736816406,120.03982543945312,43.26500701904297
253.37950134277344,133.29684448242188,46.85689163208008
242.09129333496094,174.6297149658203,45.66869354248047
270.6971740722656,154.28404235839844,9.409063339233398
226.12925720214844,133.448974609375,5.393592834472656
226.2083282470703,133.40277099609375,5.545982360839844
109.1316909790039,139.03292846679688,7.396448135375977
108.05357360839844,138.7767791748047,8.576202392578125
106.46184539794922,139.20481872558594,10.022276878356934
226.37985229492188,133.37985229492188,5.385092258453369
228.3909454345703,148.9405975341797,30.872909545898438
202.22305297851562,114.3167953491211,35.58013153076172
197.04232788085938,124.16387176513672,38.120601654052734
192.91790771484375,134.1437530517578,36.566585540771484
187.1116943359375,140.72947692871094,36.77366256713867
181.1936492919922,144.33364868164062,37.055580139160156
177.9765625,144.8342742919922,36.968685150146484
177.24620056152344,144.01043701171875,36.55426788330078
177.38844299316406,142.37997436523438,36.77363967895508
176.10690307617188,142.00735473632812,36.439979553222656
169.03622436523438,143.2188720703125,36.046165466308594
157.1441192626953,145.9008331298828,35.71232604980469
144.39776611328125,146.56451416015625,35.237552642822266
131.45846557617188,146.9623260498047,34.94778060913086
117.62532043457031,147.76873779296875,35.555816650390625
105.66893768310547,147.68519592285156,34.96723937988281
95.7288589477539,148.14166259765625,33.9610481262207
88.201416015625,148.2319793701172,33.66805648803711
83.15128326416016,148.44573974609375,33.92316818237305
79.83416748046875,150.28863525390625,33.84185791015625
77.27503967285156,153.2977294921875,33.98286819458008
73.30510711669922,155.6416015625,33.90580749511719
70.00019073486328,157.23475646972656,33.62770080566406
68.55265045166016,158.47178649902344,33.6123046875
67.40087890625,159.37149047851562,33.533512115478516
66.62535858154297,160.33238220214844,33.24296569824219
66.59359741210938,160.7954559326172,33.26067352294922
66.76570892333984,160.58740234375,32.78288650512695
66.65572357177734,159.79464721679688,32.96708679199219
66.5074691772461,159.67079162597656,32.80821990966797
66.75055694580078,159.45094299316406,32.27811050415039
68.54524993896484,158.04666137695312,32.17579650878906
72.33822631835938,156.5651397705078,31.768938064575195
75.87517547607422,154.8666229248047,32.166587829589844
76.58080291748047,154.15850830078125,32.0434455871582
74.59163665771484,154.0043182373047,31.542512893676758
72.45043182373047,154.82058715820312,31.00633430480957
70.84647369384766,155.2521514892578,30.505847930908203
70.21533203125,155.31103515625,30.232534408569336
71.17694091796875,155.15032958984375,30.068944931030273
73.7504653930664,154.59957885742188,30.24679183959961
77.02542114257812,153.49832153320312,29.40985870361328
90.61969757080078,149.21624755859375,30.55744743347168
92.70015716552734,148.41526794433594,30.598569869995117
92.5841064453125,149.11074829101562,31.350032806396484
91.91065216064453,149.43283081054688,31.13486099243164
92.2049331665039,149.45779418945312,31.7377872467041
92.65331268310547,147.767578125,33.61501693725586
94.182373046875,143.9794158935547,34.42427062988281
94.38419342041016,137.69874572753906,34.66127014160156
90.76988983154297,132.53387451171875,34.11606979370117
81.5258560180664,136.74700927734375,22.798370361328125
83.00648498535156,134.72744750976562,27.835927963256836
82.36612701416016,135.90750122070312,28.678585052490234
83.17391204833984,137.1552734375,30.39849281311035
84.61373901367188,138.1476593017578,30.972984313964844
206.82022094726562,128.89138793945312,7.630786418914795
206.6703338623047,128.87179565429688,7.771609306335449
206.65591430664062,128.94981384277344,7.845035552978516
206.65591430664062,128.94981384277344,7.845035552978516
206.82022094726562,128.89138793945312,7.630786418914795
90.6902084350586,131.97689819335938,31.050525665283203
206.82022094726562,128.95880126953125,7.557106018066406
206.80142211914062,128.53192138671875,7.746485233306885
206.7536163330078,128.78985595703125,7.7821245193481445
206.77037048339844,128.70741271972656,7.6227593421936035
206.86207580566406,128.62835693359375,7.434016704559326
71.45333099365234,122.74620056152344,29.92897605895996
206.60992431640625,128.3333282470703,7.625906467437744
206.76515197753906,128.4469757080078,7.45388650894165
62.436832427978516,122.0289077758789,29.5244197845459
60.106815338134766,122.35340881347656,29.42230987548828
57.795047760009766,122.22920227050781,28.99259376525879
56.18510055541992,122.36736297607422,28.756481170654297
55.027042388916016,122.22802734375,28.656784057617188
206.6258544921875,128.33673095703125,7.853548526763916
54.88063049316406,119.43431854248047,28.219636917114258
55.66370391845703,117.36190032958984,28.239604949951172
206.74737548828125,128.30877685546875,7.691746711730957
54.57324981689453,116.52069854736328,28.52723503112793
206.77536010742188,128.27536010742188,7.733529090881348
206.77536010742188,128.27536010742188,7.733529090881348
52.6003303527832,113.5273666381836,27.675508499145508
206.91954040527344,128.13409423828125,7.523534774780273
206.8148193359375,128.20370483398438,7.751187801361084
50.00892639160156,112.3188247680664,27.655757904052734
48.69023132324219,111.85258483886719,27.385467529296875
47.85906219482422,111.6998291015625,27.455415725708008
46.614681243896484,111.89717102050781,27.31854820251465
45.252471923828125,112.25945281982422,27.29995346069336
44.95540237426758,112.34144592285156,27.32972526550293
45.11420440673828,112.16463470458984,27.374643325805664
206.82106018066406,128.07017517089844,7.9361748695373535
206.7584991455078,127.96939086914062,8.079049110412598
206.82106018066406,128.07017517089844,7.9361748695373535
206.82106018066406,128.07017517089844,7.9361748695373535
51.652767181396484,109.1629867553711,28.102794647216797
53.2023811340332,108.08748626708984,28.132980346679688
54.475128173828125,106.57164001464844,26.87589454650879
63.32716369628906,109.39674377441406,29.326879501342773
206.8643341064453,128.45736694335938,7.494215488433838
65.5008316040039,127.73423767089844,30.134666442871094
65.43354797363281,131.1866912841797,30.052398681640625
65.68376159667969,136.45608520507812,30.044654846191406
65.69776153564453,142.396240234375,29.944923400878906
65.02050018310547,146.68885803222656,30.126670837402344
64.72946166992188,149.09884643554688,30.089365005493164
62.528045654296875,158.86776733398438,30.799772262573242
62.15291213989258,166.78787231445312,30.541545867919922
62.17232131958008,171.2014923095703,31.06694221496582
